Player,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Swing %,Swing %,Whiff %,Meatball %,Meatball Swing %,BBE,GB %,FB %,LD %,PU %,Pull %,Straight %,Oppo %,Weak %,Topped %,Under %,Flare/Burner %,Solid %,Launch Angle Sweet-Spot %,Pitches,Batted Balls,Barrels,Barrel %,Hard Hit %,Exit Velocity,Launch Angle,XBA,XSLG,XWOBA,XWOBACON,,Hit_Score,Walk_Score,Bats_Score,Bases_Score
"Crawford, J.P.",52.4,61.9,83.7,18.2,63.3,44.8,23.1,41.1,20.2,7.2,81.2,291,46.0,24.4,21.3,8.2,31.3,43.3,25.4,5.5,32.3,24.4,24.1,6.5,30.2,1911,291,19,6.5,37.8,87.5,13.2,0.227,0.363,0.309,0.341,,-1.111,-0.221,-0.221,-1.406
"Moore, Dylan",51.8,65.3,80.4,17.7,53.2,44.3,28.9,42.4,24.8,6.9,81.6,251,29.9,33.5,25.5,11.2,49.8,31.1,19.1,3.6,20.7,37.1,23.9,6.0,38.2,1804,251,22,8.8,36.3,88.4,22.6,0.201,0.324,0.297,0.338,,-2.167,-0.223,-0.222,-1.033
"Polanco, Jorge",49.4,66.3,77.4,24.0,54.2,43.2,28.5,44.8,28.1,6.9,77.8,281,35.2,31.7,27.0,6.0,47.0,33.8,19.2,5.7,23.8,29.9,26.3,5.3,35.9,1946,281,25,8.9,37.4,88.3,17.8,0.226,0.399,0.309,0.395,,-0.597,-0.222,-0.221,0.547
"Arozarena, Randy",47.3,59.5,75.0,24.3,60.0,43.0,25.9,41.0,29.7,6.7,72.0,384,44.5,27.6,19.0,8.9,42.4,38.0,19.5,2.6,33.1,27.6,21.1,7.0,28.4,2774,384,32,8.3,43.5,90.4,13.2,0.219,0.381,0.324,0.375,,0.641,-0.218,-0.217,1.406
"Rodríguez, Julio",45.5,74.7,78.8,37.3,53.0,40.8,38.8,54.3,30.9,6.7,81.8,413,44.6,26.2,23.0,6.3,33.4,39.2,27.4,2.7,34.4,21.3,25.4,6.1,33.2,2385,413,42,10.2,48.4,91.7,10.5,0.275,0.463,0.344,0.437,,4.636,-0.216,-0.217,4.627
"Marlowe, Cade",44.1,80.0,83.3,31.6,50.0,38.2,55.6,52.9,27.8,5.9,100.0,7,57.1,28.6,14.3,0.0,42.9,42.9,14.3,0.0,42.9,28.6,28.6,0.0,28.6,34,7,0,0.0,0.0,81.9,13.6,0.308,0.342,0.328,0.323,,-2.154,-0.232,-0.233,-6.266
"Haniger, Mitch",50.7,63.5,76.5,24.0,43.8,43.4,26.7,44.0,32.3,7.8,75.2,255,42.7,28.6,22.4,6.3,41.6,36.9,21.6,3.1,30.2,25.1,23.9,8.2,31.0,1758,255,23,9.0,45.9,90.6,13.7,0.216,0.364,0.292,0.371,,1.145,-0.223,-0.222,1.743
"Raleigh, Cal",47.4,74.0,76.8,32.7,52.9,43.9,43.0,52.3,31.0,7.0,85.9,376,31.1,36.7,21.3,10.9,45.5,33.5,21.0,4.8,17.3,31.9,23.4,6.9,35.6,2514,376,58,15.4,48.1,91.0,21.2,0.233,0.476,0.346,0.442,,2.476,-0.218,-0.218,5.87
"Garver, Mitch",49.6,57.6,78.6,20.0,42.6,43.9,20.0,38.7,30.8,7.5,69.1,237,35.9,30.8,22.8,10.5,45.6,36.7,17.7,1.3,27.0,35.9,19.8,7.2,32.5,1815,237,20,8.4,39.7,89.9,18.3,0.18,0.335,0.285,0.343,,-1.068,-0.223,-0.223,0.453
"Taylor, Samad",64.3,88.9,50.0,40.0,50.0,28.6,40.0,71.4,50.0,21.4,100.0,4,75.0,0.0,0.0,25.0,0.0,25.0,75.0,25.0,25.0,25.0,25.0,0.0,0.0,14,4,0,0.0,25.0,90.5,13.8,0.164,0.173,0.154,0.192,,-0.612,-0.232,-0.233,-2.763
"Robles, Victor",47.2,78.8,81.0,33.2,50.3,42.0,54.2,54.7,24.7,9.6,85.7,210,47.6,23.3,21.9,7.1,46.7,33.3,20.0,14.3,27.6,24.3,22.4,4.8,34.8,1020,210,13,6.2,28.6,86.7,14.8,0.257,0.389,0.326,0.352,,-0.306,-0.224,-0.225,-1.23
"Canzone, Dominic",47.6,68.9,75.9,37.0,48.1,39.1,42.5,52.2,34.4,6.2,81.4,117,44.4,33.3,18.8,3.4,31.6,47.0,21.4,3.4,34.2,26.5,14.5,10.3,31.6,696,117,13,11.1,44.4,89.9,9.1,0.215,0.426,0.307,0.393,,2.759,-0.228,-0.228,4.245
"Murphy, Tom",52.6,58.8,76.6,25.0,27.8,48.7,21.1,42.8,36.9,7.2,45.5,20,55.0,15.0,25.0,5.0,35.0,50.0,15.0,5.0,50.0,15.0,5.0,15.0,35.0,152,20,2,10.0,35.0,87.4,4.5,0.151,0.317,0.25,0.337,,-2.523,-0.226,-0.226,-0.547
"Casali, Curt",52.7,65.3,84.8,18.7,59.5,45.4,32.8,43.3,19.4,7.6,77.8,88,39.8,27.3,22.7,10.2,42.0,38.6,19.3,8.0,25.0,37.5,25.0,3.4,34.1,476,88,1,1.1,17.0,83.0,20.0,0.206,0.267,0.265,0.258,,-5.938,-0.223,-0.223,-7.836
"Schmitt, Casey",48.4,69.1,88.8,36.8,50.7,45.2,39.8,52.4,25.0,8.0,73.3,83,39.8,31.3,20.5,8.4,43.4,32.5,24.1,1.2,27.7,31.3,24.1,7.2,31.3,374,83,7,8.4,36.1,89.2,16.5,0.244,0.441,0.306,0.375,,0.816,-0.223,-0.224,1.194
"Lee, Jung Hoo",55.2,58.0,93.4,26.7,79.4,41.7,17.1,43.9,9.6,7.9,48.9,134,45.5,22.4,26.9,5.2,33.6,38.1,28.4,3.0,32.8,25.4,28.4,5.2,29.1,569,134,6,4.5,41.8,89.1,9.2,0.278,0.404,0.319,0.319,,0.41,-0.221,-0.222,-2.023
"Chapman, Matt",51.9,63.5,81.1,24.2,63.2,43.2,27.8,44.6,23.5,7.1,71.5,419,38.4,28.4,23.2,10.0,37.9,37.7,24.3,3.1,24.6,30.1,20.5,8.1,31.3,2706,419,53,12.6,48.3,93.2,16.2,0.25,0.451,0.341,0.414,,1.805,-0.21,-0.21,3.63
"Canha, Mark",50.3,59.4,82.8,23.6,66.2,43.7,19.3,41.6,21.8,7.9,68.8,302,49.3,21.9,21.9,7.0,42.1,36.8,21.2,3.0,40.4,25.5,22.8,5.0,31.5,1946,302,10,3.3,37.4,88.4,9.6,0.212,0.306,0.288,0.296,,-2.063,-0.215,-0.215,-3.808
"Walton, Donovan",53.1,70.6,69.4,22.2,60.0,45.8,40.0,47.9,28.3,9.4,77.8,15,46.7,20.0,20.0,13.3,46.7,46.7,6.7,6.7,33.3,26.7,20.0,6.7,33.3,96,15,1,6.7,20.0,84.1,10.4,0.183,0.276,0.26,0.293,,-4.965,-0.226,-0.226,-4.805
"Ramos, Heliot",48.2,72.3,81.7,29.9,48.1,40.1,35.3,50.3,28.7,7.1,83.1,344,43.3,27.0,24.4,5.2,30.2,41.0,28.8,4.1,34.0,22.1,18.9,5.5,34.3,2011,344,50,14.5,47.5,91.5,10.4,0.25,0.481,0.338,0.434,,2.85,-0.213,-0.213,4.796
"Yastrzemski, Mike",50.7,63.7,79.4,23.8,56.3,44.5,25.8,44.1,26.1,7.5,70.5,306,36.3,32.0,21.6,10.1,48.7,31.7,19.6,4.2,22.2,33.7,22.2,6.5,33.0,1955,306,32,10.5,41.0,90.4,19.1,0.219,0.397,0.301,0.369,,-0.92,-0.215,-0.214,0.895
"Luciano, Marco",53.8,65.1,78.9,14.7,22.7,38.8,27.2,41.8,30.1,8.6,85.7,48,37.5,29.2,25.0,8.3,18.8,43.8,37.5,4.2,25.0,20.8,29.2,14.6,41.7,325,48,3,6.3,45.8,87.9,12.4,0.241,0.356,0.285,0.409,,0.002,-0.225,-0.225,-1.249
"Fitzgerald, Tyler",50.8,67.9,75.3,26.9,44.9,42.2,33.1,47.7,31.2,7.4,76.8,207,35.3,33.3,24.6,6.8,49.8,26.1,24.2,4.3,22.7,32.9,26.1,4.8,39.1,1330,207,17,8.2,31.9,87.7,20.2,0.227,0.378,0.292,0.395,,-2.007,-0.219,-0.218,-1.135
"Matos, Luis",49.1,68.9,92.4,40.1,71.2,41.9,29.5,54.2,15.6,6.4,74.3,127,38.6,29.1,21.3,11.0,47.2,37.0,15.7,3.9,28.3,33.9,22.8,7.1,29.1,544,127,5,3.9,37.0,86.9,14.1,0.24,0.355,0.267,0.304,,0.21,-0.222,-0.222,-1.975
"Wade Jr., LaMonte",48.4,62.9,86.4,20.2,44.4,42.6,22.2,40.9,24.2,7.3,74.8,245,39.6,25.7,31.4,3.3,39.6,38.0,22.4,4.5,26.5,22.4,28.2,9.0,39.6,1639,245,23,9.4,44.1,90.6,12.9,0.259,0.428,0.354,0.401,,0.926,-0.217,-0.217,0.899
"Wisely, Brett",51.8,67.1,85.6,30.9,54.8,44.6,33.1,49.5,22.5,7.1,75.7,192,42.7,33.9,17.7,5.7,35.9,40.6,23.4,5.7,28.1,32.3,23.4,3.6,29.7,988,192,10,5.2,31.6,86.8,16.2,0.215,0.313,0.255,0.309,,-1.569,-0.219,-0.22,-2.671
"Bailey, Patrick",51.2,70.0,84.0,25.1,53.2,41.4,41.3,48.1,23.4,7.5,85.8,309,41.1,24.9,30.7,3.2,37.2,39.2,23.6,2.6,31.1,23.9,29.1,7.1,37.9,1787,309,17,5.5,43.0,91.3,12.1,0.258,0.398,0.319,0.376,,1.593,-0.215,-0.215,-0.12
"Conforto, Michael",49.7,65.4,82.0,24.5,55.8,42.5,26.2,44.8,25.2,8.3,73.0,323,41.5,29.1,20.4,9.0,41.5,35.0,23.5,2.8,27.9,24.8,23.2,9.0,33.7,1965,323,38,11.8,46.0,90.2,14.8,0.257,0.479,0.35,0.43,,1.138,-0.214,-0.214,2.737
"Sabol, Blake",50.0,75.8,83.0,29.0,22.2,42.7,45.9,52.4,33.8,8.1,100.0,23,47.8,21.7,21.7,8.7,43.5,21.7,34.8,4.3,21.7,30.4,30.4,4.3,30.4,124,23,2,8.7,43.5,90.3,12.7,0.244,0.389,0.327,0.375,,1.179,-0.226,-0.226,0.358
"Villar, David",52.9,59.7,76.7,28.1,38.9,39.0,35.1,44.9,34.4,8.8,58.3,23,34.8,39.1,21.7,4.3,34.8,34.8,30.4,4.3,21.7,26.1,21.7,13.0,34.8,136,23,3,13.0,52.2,91.3,15.7,0.224,0.434,0.319,0.483,,1.622,-0.226,-0.226,4.222
"Flores, Wilmer",47.5,60.6,92.8,28.5,72.9,42.8,19.8,43.9,13.9,8.0,61.0,186,32.8,24.2,27.4,15.6,39.8,38.2,22.0,4.8,26.3,35.5,21.5,5.4,36.6,964,186,11,5.9,27.6,83.5,21.4,0.221,0.339,0.285,0.287,,-3.642,-0.219,-0.22,-3.875
"McCray, Grant",51.4,73.4,66.3,31.3,30.4,43.5,38.5,53.0,43.6,5.0,96.2,68,50.0,26.5,20.6,2.9,35.3,38.2,26.5,7.4,35.3,17.6,20.6,7.4,30.9,519,68,8,11.8,44.1,90.2,5.4,0.192,0.346,0.252,0.42,,0.858,-0.224,-0.224,2.124
"Encarnacion, Jerar",52.4,60.7,81.4,34.8,51.9,45.5,34.5,48.4,28.7,6.7,81.8,80,48.8,21.3,28.7,1.3,28.7,45.0,26.3,1.3,38.8,12.5,20.0,11.3,37.5,490,80,12,15.0,58.8,95.0,6.7,0.275,0.501,0.348,0.476,,5.893,-0.224,-0.224,7.504
"Baker, Luken",47.8,66.7,78.1,25.7,40.7,46.8,26.5,45.3,33.0,6.5,53.8,31,38.7,32.3,16.1,12.9,38.7,29.0,32.3,0.0,32.3,32.3,19.4,9.7,32.3,201,31,2,6.5,58.1,91.0,16.2,0.187,0.328,0.288,0.299,,0.455,-0.251,-0.251,1.15
"Winn, Masyn",51.5,62.7,86.1,30.4,67.6,42.3,28.1,47.0,19.0,8.5,70.5,486,41.2,24.3,26.5,8.0,32.7,37.2,30.0,5.6,30.2,28.2,25.7,6.4,33.5,2558,486,18,3.7,32.7,87.0,13.2,0.256,0.358,0.293,0.326,,-0.986,-0.235,-0.235,-2.382
"Arenado, Nolan",49.6,63.9,90.2,30.0,67.3,42.2,26.9,46.8,17.2,7.8,72.4,493,39.4,23.5,27.8,9.3,44.2,37.3,18.5,4.5,28.2,30.6,28.2,5.1,35.9,2452,493,16,3.2,31.6,86.3,16.9,0.255,0.356,0.296,0.313,,-1.263,-0.234,-0.235,-2.766
"Donovan, Brendan",51.4,63.7,90.7,23.7,65.7,42.8,20.7,44.2,15.1,8.9,68.0,511,42.3,22.9,27.2,7.6,35.4,36.2,28.4,3.1,32.1,26.8,25.8,6.5,36.6,2487,511,28,5.5,37.6,88.7,13.2,0.277,0.419,0.335,0.346,,-0.079,-0.234,-0.235,-1.092
"Fermín, José",55.9,55.2,92.0,21.7,77.4,46.9,13.9,40.4,10.7,8.0,69.2,60,61.7,15.0,13.3,10.0,46.7,36.7,16.7,10.0,45.0,23.3,16.7,5.0,15.0,324,60,0,0.0,25.0,85.4,8.3,0.201,0.246,0.246,0.232,,-5.54,-0.25,-0.25,-7.967
"Scott II, Victor",51.4,70.5,82.0,29.3,43.2,45.2,45.2,50.5,26.1,9.2,75.0,105,46.7,23.8,21.9,7.6,42.9,36.2,21.0,8.6,35.2,27.6,16.2,6.7,33.3,568,105,6,5.7,33.3,88.4,12.1,0.205,0.309,0.246,0.309,,-1.533,-0.248,-0.248,-1.85
"Burleson, Alec",49.4,77.6,86.5,34.5,68.0,41.7,42.5,55.7,19.2,7.3,84.5,478,42.5,25.5,25.5,6.5,33.5,38.7,27.8,3.1,30.1,26.2,26.6,7.1,34.3,2117,478,31,6.5,41.7,89.7,13.6,0.273,0.435,0.329,0.351,,2.574,-0.235,-0.236,1.739
"Walker, Jordan",47.8,68.4,83.1,32.4,39.8,41.0,34.8,49.6,31.6,6.7,75.6,116,50.0,26.7,18.1,5.2,38.8,39.7,21.6,1.7,34.5,26.7,23.3,4.3,29.3,669,116,11,9.5,43.1,91.2,9.4,0.211,0.363,0.278,0.355,,1.823,-0.248,-0.248,2.654
"Goldschmidt, Paul",51.0,65.1,77.9,29.5,60.3,43.8,30.0,47.7,27.4,8.9,71.5,428,43.7,26.9,23.8,5.6,39.0,34.6,26.4,2.3,29.0,22.0,26.6,8.9,34.3,2719,428,46,10.7,49.6,91.2,13.1,0.255,0.45,0.329,0.423,,2.126,-0.237,-0.236,3.803
"Siani, Michael",55.1,64.8,74.6,29.2,50.9,43.1,32.0,48.9,29.5,8.5,77.1,218,61.0,15.1,21.1,2.8,33.5,35.8,30.7,16.1,39.0,16.1,22.9,2.3,32.6,1289,218,5,2.3,22.6,84.4,5.1,0.205,0.265,0.243,0.299,,-4.39,-0.244,-0.244,-5.894
"Carpenter, Matt",52.7,62.2,80.4,20.3,37.5,44.2,22.3,42.5,28.9,7.0,66.0,88,28.4,35.2,27.3,9.1,40.9,36.4,22.7,5.7,17.0,35.2,25.0,8.0,46.6,669,88,6,6.8,28.7,85.8,24.2,0.211,0.35,0.287,0.377,,-3.675,-0.249,-0.249,-1.993
"Gorman, Nolan",51.1,70.8,70.7,30.3,37.7,45.2,39.9,51.0,38.7,6.6,80.0,216,31.9,38.9,21.8,7.4,40.3,42.6,17.1,4.6,22.7,30.6,19.9,5.1,40.3,1596,216,36,16.7,38.6,88.5,20.3,0.209,0.433,0.307,0.463,,0.614,-0.244,-0.244,5.757
"Contreras, Willson",48.2,71.2,77.8,29.9,36.4,41.7,41.9,49.8,35.0,7.8,78.7,205,42.4,24.4,23.9,9.3,36.6,34.6,28.8,2.4,28.8,22.9,27.8,6.8,32.7,1382,205,23,11.2,46.8,91.6,14.2,0.258,0.455,0.365,0.447,,2.954,-0.245,-0.244,4.543
"Saggese, Thomas",55.0,64.4,86.6,41.2,60.0,49.7,34.6,54.0,22.5,7.4,78.6,35,37.1,31.4,25.7,5.7,17.1,40.0,42.9,11.4,20.0,31.4,28.6,5.7,45.7,189,35,1,2.9,25.7,85.7,11.3,0.202,0.312,0.248,0.308,,-2.011,-0.251,-0.251,-2.794
"Nootbaar, Lars",51.2,56.5,86.7,16.9,61.3,42.4,16.1,37.2,19.0,7.8,66.7,273,51.6,19.0,24.2,5.1,34.8,42.1,23.1,3.3,37.0,19.0,22.7,8.1,32.2,1659,273,27,9.9,49.5,91.8,6.0,0.264,0.455,0.355,0.395,,1.81,-0.242,-0.242,2.57
"Herrera, Iván",51.0,60.0,84.2,26.6,54.1,41.1,28.6,43.6,24.8,8.5,71.6,178,43.8,21.3,30.3,4.5,34.8,38.8,26.4,2.8,35.4,16.9,28.7,6.7,38.2,1036,178,16,9.0,42.1,89.3,9.2,0.293,0.453,0.366,0.426,,2.015,-0.246,-0.246,1.953
"Pagés, Pedro",50.7,66.4,83.4,35.0,53.8,40.7,34.4,51.0,26.1,8.6,70.8,147,42.9,24.5,27.2,5.4,34.0,41.5,24.5,2.0,34.0,25.9,23.8,8.2,32.0,849,147,7,4.8,40.4,89.0,11.8,0.224,0.347,0.279,0.354,,1.151,-0.247,-0.247,0.479
"Lowe, Brandon",49.5,80.3,76.2,30.7,44.0,43.3,49.9,55.3,32.7,7.3,93.2,275,36.4,31.6,26.2,5.8,44.0,38.2,17.8,4.0,25.5,25.5,25.8,6.9,39.6,1624,275,34,12.4,44.7,89.8,14.5,0.252,0.482,0.343,0.437,,2.807,-0.233,-0.233,3.736
"Driscoll, Logan",52.3,77.9,86.8,30.6,26.3,44.6,48.6,55.4,29.2,9.2,91.7,30,63.3,10.0,20.0,6.7,56.7,26.7,16.7,3.3,43.3,16.7,26.7,0.0,26.7,130,30,2,6.7,33.3,86.6,0.7,0.229,0.357,0.266,0.306,,-0.136,-0.242,-0.243,-1.919
"Rortvedt, Ben",48.9,58.9,81.6,27.8,53.4,43.2,21.3,43.0,26.7,7.4,69.3,202,47.0,20.8,24.8,7.4,31.7,39.6,28.7,4.5,34.7,26.7,27.2,3.0,30.2,1357,202,7,3.5,30.7,86.2,11.9,0.202,0.287,0.267,0.303,,-1.499,-0.236,-0.236,-2.345
"Misner, Kameron",53.8,65.7,60.9,40.0,50.0,55.4,33.3,53.8,42.9,9.2,83.3,5,20.0,40.0,40.0,0.0,0.0,40.0,60.0,0.0,40.0,40.0,20.0,0.0,40.0,65,5,0,0.0,0.0,78.0,20.0,0.095,0.112,0.092,0.276,,-6.279,-0.243,-0.243,-5.728
"Palacios, Richie",49.1,70.7,81.8,23.5,55.6,44.3,38.0,46.7,24.7,7.3,76.6,198,37.9,19.7,30.3,12.1,47.0,34.3,18.7,3.5,31.3,27.3,29.3,4.5,36.4,1281,198,7,3.5,30.3,86.2,14.0,0.249,0.342,0.325,0.346,,-0.878,-0.236,-0.236,-2.614
"Aranda, Jonathan",51.7,63.9,83.6,25.6,63.4,43.8,34.3,45.4,21.9,8.6,83.7,97,49.5,30.9,15.5,4.1,48.5,32.0,19.6,1.0,35.1,18.6,20.6,8.2,34.0,573,97,16,16.5,48.5,91.9,11.0,0.257,0.518,0.362,0.434,,1.487,-0.24,-0.24,3.714
"Caminero, Junior",44.4,63.1,77.8,35.4,54.8,42.6,26.1,47.7,31.7,5.9,56.8,127,48.8,21.3,17.3,12.6,32.3,40.9,26.8,5.5,39.4,22.8,16.5,3.1,25.2,629,127,15,11.8,45.7,89.7,6.8,0.238,0.405,0.301,0.36,,2.456,-0.239,-0.239,2.998
"Caballero, José",47.3,66.7,81.3,35.0,50.4,40.8,35.9,50.0,28.9,7.5,74.6,314,42.4,21.7,24.8,11.1,49.4,36.3,14.3,13.4,25.5,28.0,22.6,4.8,33.8,1894,314,16,5.1,25.2,83.7,15.9,0.214,0.311,0.264,0.328,,-1.287,-0.232,-0.232,-1.874
"Lowe, Josh",50.3,69.5,73.7,33.3,54.9,44.1,30.3,51.6,31.9,6.9,79.1,232,35.8,29.3,27.6,7.3,34.1,32.8,33.2,0.9,27.2,29.3,25.9,6.5,37.9,1672,232,24,10.3,46.1,90.8,16.9,0.228,0.388,0.295,0.403,,1.775,-0.235,-0.234,2.552
"Siri, Jose",49.1,67.1,66.6,35.2,40.2,42.4,40.4,50.9,41.9,6.9,78.2,238,40.3,29.8,22.3,7.6,35.7,37.0,27.3,7.1,29.4,21.8,18.1,8.8,35.7,1788,238,35,14.7,41.6,87.5,15.4,0.2,0.409,0.297,0.446,,1.023,-0.235,-0.234,3.795
"Shenton, Austin",49.1,59.6,69.4,20.4,50.0,39.2,20.0,39.6,35.7,6.1,92.3,28,32.1,28.6,32.1,7.1,28.6,25.0,46.4,7.1,21.4,32.1,28.6,7.1,50.0,212,28,1,3.6,25.0,83.9,15.5,0.2,0.294,0.288,0.317,,-3.925,-0.242,-0.243,-3.999
"Carlson, Dylan",51.0,70.5,73.5,24.8,53.3,45.5,35.5,48.2,31.0,8.0,79.8,163,41.7,30.7,22.7,4.9,41.7,30.7,27.6,3.7,31.3,31.9,22.7,8.0,30.1,1110,163,4,2.5,25.8,86.8,15.8,0.195,0.27,0.25,0.292,,-2.387,-0.237,-0.237,-3.321
"Walls, Taylor",50.7,69.3,80.3,20.3,52.4,42.3,38.9,45.1,25.0,9.4,86.6,154,37.0,29.9,21.4,11.7,40.3,36.4,23.4,3.9,31.2,36.4,20.1,5.2,29.9,1028,154,5,3.2,24.0,86.1,18.2,0.184,0.259,0.252,0.274,,-3.18,-0.238,-0.238,-3.805
"Morel, Christopher",48.9,68.8,72.7,26.2,48.9,44.1,41.3,47.0,34.1,7.4,81.7,381,45.1,25.2,17.6,12.1,45.7,37.5,16.8,2.6,34.1,26.5,21.8,4.5,27.6,2352,381,39,10.2,40.4,89.2,14.2,0.225,0.399,0.316,0.381,,0.781,-0.229,-0.229,1.697
"Pinto, René",47.0,73.6,64.1,28.6,39.3,49.7,34.7,49.7,42.4,7.0,84.6,26,19.2,50.0,19.2,11.5,26.9,23.1,50.0,3.8,15.4,26.9,15.4,19.2,46.2,185,26,5,19.2,61.5,93.7,27.6,0.188,0.467,0.33,0.495,,2.116,-0.242,-0.243,6.869
"Mead, Curtis",45.1,71.4,82.2,36.7,67.4,46.0,37.9,52.4,23.5,6.8,78.1,93,35.5,19.4,34.4,10.8,37.6,28.0,34.4,3.2,31.2,28.0,23.7,9.7,36.6,471,93,4,4.3,36.6,88.8,16.3,0.24,0.349,0.28,0.334,,0.553,-0.24,-0.24,-0.732
"DeLuca, Jonny",47.7,71.5,82.3,37.8,62.8,42.7,42.3,53.8,24.0,6.7,83.3,257,38.5,21.4,25.3,14.8,40.5,35.8,23.7,5.8,29.2,30.4,26.1,4.7,32.7,1345,257,10,3.9,28.0,84.6,16.2,0.23,0.318,0.272,0.309,,-0.478,-0.234,-0.234,-1.803
"Díaz, Yandy",51.1,64.0,89.7,22.8,74.5,44.1,24.5,43.9,14.2,7.5,76.6,472,55.5,17.8,21.2,5.5,26.5,43.0,30.5,1.9,42.6,17.6,24.4,5.3,28.4,2460,472,36,7.6,48.7,92.2,5.0,0.277,0.423,0.336,0.363,,2.241,-0.226,-0.227,0.762
"Langford, Wyatt",48.0,64.3,83.2,23.0,61.5,42.1,27.8,42.8,22.9,8.3,71.7,387,40.1,28.9,22.0,9.0,44.7,33.3,22.0,4.1,28.4,27.9,23.0,6.5,31.3,2256,387,36,9.3,43.4,89.6,16.6,0.257,0.427,0.331,0.382,,-0.247,-0.225,-0.224,0.776
"Ornelas, Jonathan",54.0,61.4,85.2,28.0,33.3,39.9,25.0,46.0,29.3,8.6,71.4,25,68.0,4.0,28.0,0.0,24.0,44.0,32.0,4.0,48.0,8.0,32.0,8.0,24.0,163,25,0,0.0,56.0,94.3,0.9,0.227,0.277,0.244,0.339,,2.317,-0.238,-0.238,-0.247
"Foscue, Justin",49.7,67.7,84.1,31.9,46.7,40.1,31.8,49.7,28.0,10.2,89.5,24,33.3,33.3,16.7,16.7,41.7,33.3,25.0,4.2,25.0,54.2,12.5,0.0,29.2,187,24,1,4.2,16.7,86.9,26.9,0.102,0.144,0.133,0.186,,-3.538,-0.238,-0.238,-3.373
"Taveras, Leody",48.9,69.5,81.8,29.0,52.7,43.6,37.1,48.8,26.2,7.2,79.9,375,41.1,27.2,23.2,8.5,29.9,37.3,32.8,2.9,30.1,30.1,24.5,5.3,31.5,2008,375,22,5.9,35.5,89.0,14.7,0.24,0.368,0.295,0.34,,-0.129,-0.225,-0.225,-0.088
"García, Adolis",44.8,74.9,75.1,33.6,48.5,40.9,41.6,52.1,34.3,7.4,84.0,409,38.9,31.3,22.0,7.8,34.7,35.5,29.8,2.4,28.1,27.6,22.5,6.6,33.7,2534,409,51,12.5,48.2,91.0,15.0,0.227,0.413,0.306,0.393,,1.594,-0.224,-0.223,3.37
"Harris, Dustin",56.5,53.8,85.7,30.0,33.3,56.5,14.3,43.5,30.0,4.3,100.0,4,0.0,50.0,50.0,0.0,75.0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,75.0,23,4,1,25.0,75.0,97.5,26.8,0.265,0.456,0.356,0.45,,3.757,-0.239,-0.239,7.444
"Jung, Josh",49.2,68.9,76.6,35.5,52.0,41.1,43.6,51.9,31.9,7.6,71.7,131,42.7,29.0,23.7,4.6,29.8,39.7,30.5,7.6,29.0,21.4,27.5,4.6,38.2,693,131,13,9.9,39.7,86.2,12.2,0.241,0.397,0.292,0.371,,0.601,-0.234,-0.234,1.672
"Duran, Ezequiel",49.2,74.0,84.5,39.3,54.5,42.5,48.1,56.4,24.7,6.5,77.3,206,47.6,24.3,21.4,6.8,29.1,40.3,30.6,3.9,38.3,28.2,19.9,6.3,28.2,1011,206,7,3.4,35.9,87.1,8.9,0.215,0.309,0.252,0.295,,0.163,-0.231,-0.232,-0.93
"Duffy, Matt",48.4,80.0,83.3,6.3,0.0,35.5,20.0,41.9,23.1,9.7,100.0,6,50.0,0.0,33.3,16.7,50.0,33.3,16.7,0.0,16.7,16.7,66.7,0.0,33.3,31,6,0,0.0,66.7,98.8,14.3,0.415,0.474,0.482,0.454,,4.367,-0.239,-0.239,1.095
"Lowe, Nathaniel",49.0,62.8,87.7,23.5,58.2,44.6,28.7,42.7,20.6,6.7,69.0,365,48.5,22.5,25.5,3.6,27.9,40.8,31.2,3.0,37.5,20.0,26.3,6.8,32.6,2356,365,21,5.8,40.0,88.9,7.7,0.252,0.38,0.328,0.368,,-0.268,-0.225,-0.225,-0.755
"Seager, Corey",48.8,79.5,86.5,27.8,49.8,43.6,50.5,53.0,23.4,7.1,90.2,381,40.9,31.2,24.7,3.1,40.7,37.3,22.0,1.8,28.1,22.0,22.6,9.7,38.6,1872,381,58,15.2,50.7,92.1,13.5,0.289,0.561,0.39,0.453,,2.228,-0.225,-0.225,4.289
"Huff, Sam",52.4,72.7,100.0,30.0,0.0,33.3,50.0,52.4,27.3,4.8,0.0,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,21,1,0,0.0,0.0,72.2,26.6,0.292,0.323,0.379,0.825,,-4.148,-0.239,-0.239,-6.701
"Fabian, Sandro",38.1,87.5,85.7,46.2,100.0,57.1,60.0,61.9,7.7,0.0,0.0,5,20.0,60.0,0.0,20.0,0.0,40.0,60.0,20.0,20.0,40.0,0.0,0.0,20.0,21,5,1,20.0,40.0,82.0,33.9,0.151,0.316,0.2,0.2,,-2.35,-0.239,-0.239,1.155
"Smith, Josh",51.7,66.9,84.0,25.9,58.1,43.7,33.0,47.1,21.8,8.1,77.1,407,39.6,29.0,25.3,6.1,43.7,35.9,20.4,6.1,26.5,30.7,27.3,5.7,33.7,2327,407,15,3.7,37.1,87.8,15.4,0.242,0.352,0.304,0.333,,-0.837,-0.224,-0.224,-1.339
