Name,Season,TB,xTB,BB,xBB,AB,xAB,H,xH,SB,xSB,CS,xCS,MB,xMB
Luke Voit,2021.0,93.0,100.04432363665192,21.0,19.48,213.0,215.99,51.0,52.085197446714886,0.0,0.0,0.0,0.0,29.0,30.0
Robinson Chirinos,2021.0,44.0,24.87830744971552,9.0,8.56,97.0,99.28,22.0,22.32117236435525,0.0,0.0,0.0,0.0,13.0,7.0
Victor Caratini,2021.0,101.0,125.77725265240045,35.0,33.6,313.0,316.73,71.0,78.58668560500487,2.0,2.0,0.0,0.0,31.0,41.0
Tres Barrera,2021.0,35.0,46.13223795326324,12.0,10.64,91.0,92.09,24.0,29.926463496380983,0.0,0.0,0.0,0.0,12.0,18.0
Kole Calhoun,2021.0,62.0,63.180938261409466,15.0,15.22,166.0,167.21,39.0,44.83356406746584,1.0,1.0,0.0,0.0,19.0,21.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Alejandro Kirk,2021.0,72.0,83.6467535109524,19.0,18.88,165.0,172.18,40.0,49.58584758363266,0.0,0.0,0.0,0.0,23.0,30.0
Cam Gallagher,2021.0,37.0,30.523734933534413,8.0,7.74,112.0,108.29,28.0,30.814025358119395,0.0,0.0,0.0,0.0,11.0,10.0
Giancarlo Stanton,2021.0,263.0,264.98954293401346,63.0,65.07,510.0,524.16,139.0,138.5693815509942,0.0,0.0,0.0,0.0,93.0,92.0
Wilmer Flores,2021.0,174.0,170.46027854729186,41.0,40.02,389.0,394.56,102.0,104.02178281745057,1.0,1.0,0.0,0.0,58.0,57.0
Kurt Suzuki,2021.0,75.0,82.07636351821641,12.0,13.96,219.0,217.38,49.0,54.880740031743656,0.0,0.0,0.0,0.0,20.0,24.0
Josh Donaldson,2021.0,217.0,257.9540288099363,74.0,70.7,457.0,473.3,113.0,135.7385210892596,0.0,0.0,0.0,0.0,76.0,98.0
Jose Trevino,2021.0,97.0,101.36378933170417,12.0,14.8,285.0,268.03,68.0,62.26589421281206,1.0,1.0,1.0,1.0,26.0,27.0
Austin Hedges,2021.0,88.0,95.85170490294807,15.0,15.68,286.0,280.54,51.0,60.673508967178385,1.0,1.0,0.0,0.0,19.0,25.0
Mitch Moreland,2021.0,95.0,96.79070169791453,18.0,20.05,229.0,226.69,52.0,59.45414504533318,0.0,0.0,0.0,0.0,27.0,31.0
Daniel Vogelbach,2021.0,82.0,89.75870490665415,43.0,42.96,215.0,232.32,47.0,58.75567534827199,0.0,0.0,0.0,0.0,29.0,33.0
Tucker Barnhart,2021.0,128.0,124.23978571562387,29.0,29.93,348.0,348.28,86.0,84.50788808223822,0.0,0.0,0.0,0.0,39.0,38.0
,,,,,,,,,,,,,,,
Buster Posey,2021.0,197.0,173.16296964868286,56.0,50.6,395.0,398.97,120.0,104.33419810800056,0.0,0.0,0.0,0.0,77.0,60.0
,,,,,,,,,,,,,,,
Willians Astudillo,2021.0,78.0,88.48208323867681,3.0,3.96,208.0,194.39,49.0,62.679071749658476,0.0,0.0,0.0,0.0,19.0,30.0
Alex Avila,2021.0,31.0,31.213074521334903,19.0,17.27,89.0,92.77,17.0,14.90141584030502,0.0,0.0,0.0,0.0,10.0,9.0
Jacob Stallings,2021.0,138.0,146.32903857135042,49.0,46.19,374.0,380.91,92.0,97.22827100317775,0.0,0.0,0.0,0.0,46.0,49.0
,,,,,,,,,,,,,,,
Miguel Cabrera,2021.0,182.0,219.10645832612647,40.0,40.2,472.0,484.65,121.0,130.5701287559587,0.0,0.0,0.0,0.0,57.0,71.0
Colin Moran,2021.0,124.0,131.81574434721904,36.0,31.26,318.0,319.61,82.0,79.12807294006694,1.0,1.0,0.0,0.0,42.0,42.0
Wilson Ramos,2021.0,60.0,67.3359388822906,9.0,8.74,151.0,144.97,31.0,35.207040101786305,0.0,0.0,0.0,0.0,15.0,19.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Yasmani Grandal,2021.0,145.0,148.2563192625631,87.0,74.95,279.0,312.2,67.0,89.63155160215271,0.0,0.0,0.0,0.0,61.0,63.0
,,,,,,,,,,,,,,,
Yadier Molina,2021.0,163.0,168.4419403043028,24.0,22.72,440.0,423.45,111.0,101.41892676151572,3.0,3.0,0.0,0.0,48.0,47.0
,,,,,,,,,,,,,,,
Albert Pujols,2021.0,119.0,124.95300697101595,14.0,17.04,275.0,270.07,65.0,67.19886482897707,2.0,2.0,0.0,0.0,33.0,37.0
Corbin Carroll,2022.0,52.0,33.27337079497353,8.0,8.73,104.0,101.73,27.0,21.891805911088618,2.0,2.0,1.0,1.0,16.0,9.0
Jose Siri,2022.0,102.0,98.31088543050318,20.0,18.96,301.0,289.41,64.0,54.6768534857828,14.0,14.0,2.0,2.0,28.0,25.0
Bobby Witt Jr.,2022.0,253.0,249.70291265749478,30.0,32.31,591.0,572.98,150.0,139.12815214274326,30.0,30.0,7.0,7.0,75.0,73.0
Trea Turner,2022.0,304.0,293.1970768227715,45.0,45.38,652.0,631.56,194.0,168.81474145255547,27.0,27.0,3.0,3.0,109.0,97.0
Bubba Thompson,2022.0,53.0,48.801329525845915,7.0,8.43,170.0,154.89,45.0,30.318747668159254,18.0,18.0,3.0,3.0,18.0,13.0
,,,,,,,,,,,,,,,
Jorge Mateo,2022.0,187.0,175.005407171207,27.0,27.09,494.0,468.05,109.0,102.7417133306229,35.0,35.0,9.0,9.0,51.0,48.0
Jake McCarthy,2022.0,137.0,118.16459923032394,23.0,22.43,321.0,314.27,91.0,75.04667680539109,23.0,23.0,3.0,3.0,49.0,37.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Eli White,2022.0,32.0,26.64447315371065,11.0,10.69,105.0,104.45,21.0,14.854587131166397,12.0,12.0,1.0,1.0,11.0,7.0
,,,,,,,,,,,,,,,
Oneil Cruz,2022.0,149.0,144.61609917573267,28.0,32.18,331.0,331.25,77.0,61.40416104174581,10.0,10.0,4.0,4.0,43.0,37.0
,,,,,,,,,,,,,,,
Jo Adell,2022.0,100.0,98.93686312588179,11.0,14.98,268.0,260.2,60.0,51.941822714127674,4.0,4.0,2.0,2.0,25.0,24.0
,,,,,,,,,,,,,,,
Tyler O'Neill,2022.0,131.0,152.24146655319885,38.0,36.79,334.0,342.86,76.0,88.01396356747765,14.0,14.0,4.0,4.0,41.0,51.0
,,,,,,,,,,,,,,,
Nate Eaton,2022.0,41.0,45.78897801763661,10.0,9.43,106.0,107.63,28.0,29.72157949498221,11.0,11.0,1.0,1.0,15.0,17.0
Jon Berti,2022.0,121.0,140.74082640574312,42.0,40.48,358.0,352.44,86.0,88.72256276332178,41.0,41.0,5.0,5.0,45.0,53.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Matt Vierling,2022.0,114.0,133.32847569610374,23.0,26.03,325.0,328.94,80.0,86.37047945248189,7.0,7.0,4.0,4.0,33.0,42.0
Amed Rosario,2022.0,257.0,260.94324833377357,25.0,28.28,637.0,623.69,180.0,153.88937834006953,18.0,18.0,4.0,4.0,81.0,74.0
Garrett Hampson,2022.0,61.0,67.47956750538185,21.0,20.82,199.0,198.68,42.0,41.93177065566359,12.0,12.0,2.0,2.0,19.0,21.0
Edmundo Sosa,2022.0,65.0,56.67805492163238,5.0,5.82,176.0,162.26,40.0,29.336524273861848,6.0,6.0,1.0,1.0,17.0,12.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Michael Harris II,2022.0,213.0,180.7543467906828,21.0,22.82,414.0,400.5,123.0,100.97020732623172,20.0,20.0,2.0,2.0,74.0,56.0
Lane Thomas,2022.0,201.0,194.61643399485217,41.0,45.13,498.0,490.88,120.0,117.45066366510085,8.0,8.0,4.0,4.0,60.0,59.0
Leody Taveras,2022.0,115.0,108.7980792099292,21.0,22.14,314.0,301.81,82.0,67.44805606939885,11.0,11.0,5.0,5.0,35.0,30.0
Jazz Chisholm Jr.,2022.0,114.0,111.90207017636578,21.0,22.17,213.0,214.14,54.0,53.65018038386327,12.0,12.0,5.0,5.0,36.0,35.0
Alek Thomas,2022.0,131.0,139.98095201334667,22.0,22.67,381.0,365.96,88.0,84.29369981711909,4.0,4.0,3.0,3.0,35.0,38.0
Myles Straw,2022.0,146.0,186.92864981167702,54.0,56.08,535.0,521.23,118.0,126.14864383111254,21.0,21.0,1.0,1.0,47.0,63.0
Mike Trout,2022.0,276.0,235.0917539924157,54.0,60.64,438.0,456.93,124.0,119.50364719373843,1.0,1.0,0.0,0.0,100.0,82.0
,,,,,,,,,,,,,,,
Bradley Zimmer,2022.0,24.0,47.63412565636594,5.0,6.24,105.0,102.55,13.0,16.42264358169266,3.0,3.0,2.0,2.0,4.0,9.0
,,,,,,,,,,,,,,,
Jarren Duran,2022.0,74.0,78.3044682210446,14.0,15.28,204.0,205.77,45.0,47.79226258817869,7.0,7.0,1.0,1.0,21.0,23.0
Ryan McKenna,2022.0,53.0,64.72727189700012,11.0,10.75,156.0,145.28,37.0,25.66081967739315,2.0,2.0,1.0,1.0,15.0,15.0
,,,,,,,,,,,,,,,
Kevin Kiermaier,2022.0,76.0,74.08499633960946,14.0,15.4,206.0,203.29,47.0,47.33826319051901,6.0,6.0,1.0,1.0,22.0,22.0
Adam Engel,2022.0,76.0,66.45943677636535,11.0,13.68,245.0,236.51,55.0,45.91346240206049,12.0,12.0,4.0,4.0,20.0,16.0
,,,,,,,,,,,,,,,
Byron Buxton,2022.0,179.0,165.01642455264883,34.0,36.12,340.0,343.82,76.0,84.70560392129437,6.0,6.0,0.0,0.0,54.0,54.0
Andrew Velazquez,2022.0,98.0,111.05682132933612,15.0,19.04,322.0,307.6,63.0,66.61464888096206,17.0,17.0,1.0,1.0,25.0,32.0
Nico Hoerner,2022.0,197.0,186.73440346252377,28.0,29.48,481.0,467.16,135.0,116.16538161221169,20.0,20.0,2.0,2.0,66.0,58.0
Harrison Bader,2022.0,104.0,100.12616803473419,15.0,15.47,292.0,284.79,73.0,61.25733036193865,17.0,17.0,3.0,3.0,32.0,27.0
Stuart Fairchild,2022.0,45.0,35.43186784579149,8.0,8.95,97.0,98.47,24.0,23.40846154195671,0.0,0.0,2.0,2.0,13.0,10.0
,,,,,,,,,,,,,,,
Tyler Wade,2022.0,40.0,58.03723197833612,10.0,11.56,147.0,147.2,32.0,33.593227098979156,8.0,8.0,5.0,5.0,10.0,16.0
Ezequiel Duran,2022.0,76.0,69.2222692863328,12.0,11.68,208.0,197.77,49.0,42.97417560094097,4.0,4.0,1.0,1.0,21.0,18.0
Bryson Stott,2022.0,153.0,170.46528116802355,36.0,37.59,427.0,425.98,100.0,109.50839758141413,12.0,12.0,4.0,4.0,46.0,55.0
Gunnar Henderson,2022.0,51.0,34.91607134468933,16.0,16.38,116.0,124.72,30.0,30.540448677625,1.0,1.0,1.0,1.0,17.0,12.0
,,,,,,,,,,,,,,,
Owen Miller,2022.0,149.0,157.7981646693259,32.0,30.49,424.0,422.93,103.0,100.87204349976813,2.0,2.0,0.0,0.0,45.0,46.0
Brett Phillips,2022.0,50.0,59.29888099406733,16.0,19.59,201.0,203.94,29.0,37.57541965493644,7.0,7.0,0.0,0.0,11.0,16.0
CJ Abrams,2022.0,92.0,94.85588398337865,5.0,6.62,284.0,272.95,70.0,62.430523610168706,7.0,7.0,4.0,4.0,23.0,23.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Andrew McCutchen,2022.0,198.0,229.3185902212819,57.0,58.69,515.0,522.32,122.0,136.59555701586228,8.0,8.0,6.0,6.0,61.0,76.0
Sam Haggerty,2022.0,71.0,60.160377093334674,18.0,17.08,176.0,171.32,45.0,33.466083679013444,13.0,13.0,1.0,1.0,25.0,18.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Josh Lowe,2022.0,62.0,55.79546580998037,15.0,16.73,181.0,182.62,40.0,41.3234660542431,3.0,3.0,0.0,0.0,18.0,17.0
Jake Meyers,2022.0,47.0,40.677689134838644,7.0,9.02,150.0,147.32,34.0,30.051990256070425,2.0,2.0,1.0,1.0,12.0,10.0
Akil Baddoo,2022.0,54.0,68.15404805148054,24.0,23.24,201.0,203.28,41.0,45.155763551455856,9.0,9.0,6.0,6.0,15.0,20.0
Brandon Marsh,2022.0,163.0,152.47154198751159,28.0,31.09,424.0,417.58,104.0,92.96730233720423,10.0,10.0,4.0,4.0,48.0,42.0
,,,,,,,,,,,,,,,
Christopher Morel,2022.0,164.0,160.4817752176064,38.0,36.31,379.0,374.06,89.0,80.98498797944747,10.0,10.0,7.0,7.0,48.0,44.0
Marcus Semien,2022.0,282.0,279.1792370268586,53.0,58.21,657.0,634.71,163.0,165.2027118501349,25.0,25.0,8.0,8.0,87.0,91.0
Trent Grisham,2022.0,154.0,180.07249348692295,57.0,58.67,451.0,455.19,83.0,107.32222023733809,7.0,7.0,1.0,1.0,43.0,59.0
Cooper Hummel,2022.0,54.0,62.86956235731458,23.0,23.37,176.0,176.84,31.0,37.14673159202168,4.0,4.0,1.0,1.0,15.0,19.0
Gavin Lux,2022.0,168.0,175.10215133459903,47.0,46.69,421.0,426.1,116.0,109.81189713327736,7.0,7.0,2.0,2.0,59.0,59.0
Oscar Gonzalez,2022.0,167.0,151.22367764850512,15.0,15.62,362.0,351.78,107.0,87.0181799831274,1.0,1.0,2.0,2.0,53.0,41.0
Michael Chavis,2022.0,156.0,148.7133413677232,19.0,19.27,401.0,387.46,92.0,87.44911684936986,1.0,1.0,1.0,1.0,41.0,39.0
Victor Robles,2022.0,114.0,116.6990076687726,17.0,19.67,366.0,342.91,82.0,70.40480309179554,15.0,15.0,4.0,4.0,31.0,30.0
Tucupita Marcano,2022.0,49.0,54.195353595058236,10.0,11.71,160.0,155.37,33.0,33.879595876674486,2.0,2.0,1.0,1.0,12.0,15.0
,,,,,,,,,,,,,,,
Randy Arozarena,2022.0,261.0,244.96838714797738,46.0,50.22,586.0,566.95,154.0,140.89581298751395,32.0,32.0,12.0,12.0,83.0,76.0
Taylor Walls,2022.0,116.0,150.7060915541663,52.0,50.43,407.0,399.25,70.0,93.87163953337873,10.0,10.0,3.0,3.0,32.0,49.0
Tommy Edman,2022.0,231.0,241.2521357748699,46.0,44.33,577.0,566.86,153.0,140.48650428966613,32.0,32.0,3.0,3.0,79.0,78.0
Michael A. Taylor,2022.0,148.0,158.00324919643842,35.0,34.03,414.0,395.67,105.0,93.42404687892419,4.0,4.0,2.0,2.0,46.0,47.0
J.T. Realmuto,2022.0,241.0,245.2282551978777,41.0,44.01,504.0,507.6,139.0,140.51128524107048,21.0,21.0,1.0,1.0,84.0,86.0
,,,,,,,,,,,,,,,
Sam Hilliard,2022.0,46.0,64.98511133359057,23.0,23.81,174.0,182.87,32.0,40.921351171780586,5.0,5.0,1.0,1.0,14.0,21.0
Aristides Aquino,2022.0,94.0,90.9651611198588,17.0,14.03,259.0,244.82,51.0,48.01056894964777,2.0,2.0,3.0,3.0,22.0,21.0
Luke Williams,2022.0,40.0,42.96994288183018,9.0,9.29,127.0,123.88,30.0,25.115521508912842,11.0,11.0,4.0,4.0,12.0,11.0
Nick Senzel,2022.0,114.0,137.06887785919523,30.0,29.89,373.0,359.91,86.0,86.84785952377122,8.0,8.0,5.0,5.0,33.0,40.0
Jorge Alfaro,2022.0,98.0,99.03986746818009,11.0,11.11,256.0,246.46,63.0,45.8756176514122,1.0,1.0,0.0,0.0,27.0,22.0
Shea Langeliers,2022.0,61.0,51.12719256507992,9.0,8.58,142.0,135.69,31.0,21.402421339790862,0.0,0.0,0.0,0.0,16.0,11.0
Jack Suwinski,2022.0,134.0,141.3245316683528,41.0,40.98,326.0,335.54,66.0,75.85358306971094,4.0,4.0,2.0,2.0,39.0,44.0
,,,,,,,,,,,,,,,
Whit Merrifield,2022.0,189.0,195.1548586838395,38.0,38.11,504.0,491.08,126.0,121.16522158712004,16.0,16.0,5.0,5.0,58.0,60.0
Brandon Nimmo,2022.0,251.0,266.2386974257471,71.0,70.41,580.0,579.54,159.0,160.69502147791343,3.0,3.0,2.0,2.0,88.0,94.0
Chas McCormick,2022.0,146.0,151.1571565498996,46.0,41.31,359.0,356.63,88.0,85.86308091445869,4.0,4.0,3.0,3.0,48.0,48.0
Romy Gonzalez,2022.0,37.0,18.788263302033883,2.0,3.86,105.0,104.27,25.0,14.572230109006384,0.0,0.0,1.0,1.0,9.0,3.0
Franchy Cordero,2022.0,96.0,100.94459853264942,28.0,26.64,242.0,241.61,53.0,49.62599983331323,4.0,4.0,1.0,1.0,29.0,29.0
Edward Olivares,2022.0,66.0,60.63234297915744,10.0,10.85,161.0,161.28,46.0,39.7166850433421,2.0,2.0,3.0,3.0,21.0,17.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Drew Waters,2022.0,46.0,60.14832273269319,12.0,11.55,96.0,96.21,23.0,16.648734949767125,0.0,0.0,0.0,0.0,15.0,16.0
,,,,,,,,,,,,,,,
Cristian Pache,2022.0,58.0,73.0091431449734,15.0,16.71,241.0,231.99,40.0,55.05573647427147,2.0,2.0,2.0,2.0,12.0,21.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Chris Taylor,2022.0,150.0,158.28644004533595,44.0,45.6,402.0,404.94,89.0,94.78014979022325,10.0,10.0,1.0,1.0,46.0,51.0
Cavan Biggio,2022.0,90.0,98.93355337811133,38.0,36.38,257.0,267.97,52.0,61.386666025546674,2.0,2.0,0.0,0.0,28.0,32.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Cedric Mullins,2022.0,245.0,249.14368861377525,47.0,44.97,608.0,593.9,157.0,152.62045957212058,34.0,34.0,10.0,10.0,78.0,79.0
Jace Peterson,2022.0,110.0,113.79652658246437,33.0,34.42,288.0,295.25,68.0,68.60977849928318,12.0,12.0,1.0,1.0,37.0,38.0
,,,,,,,,,,,,,,,
Tyrone Taylor,2022.0,165.0,155.01021235054193,22.0,24.8,373.0,357.43,87.0,86.70292919385584,3.0,3.0,2.0,2.0,45.0,45.0
Trevor Story,2022.0,155.0,150.61353242390922,32.0,32.22,357.0,355.47,85.0,82.281706283062,13.0,13.0,0.0,0.0,49.0,47.0
Steven Kwan,2022.0,225.0,195.1692051671501,62.0,65.96,563.0,562.26,168.0,127.25632957375507,19.0,19.0,5.0,5.0,85.0,62.0
Isiah Kiner-Falefa,2022.0,158.0,174.7117428163312,35.0,35.44,483.0,477.72,126.0,112.13599473778937,22.0,22.0,4.0,4.0,52.0,53.0
,,,,,,,,,,,,,,,
Tim Anderson,2022.0,131.0,135.3814450098608,14.0,14.01,332.0,313.53,100.0,85.45752516292892,13.0,13.0,0.0,0.0,46.0,44.0
Jose Iglesias,2022.0,167.0,151.12666009415324,17.0,18.35,439.0,424.53,128.0,98.45260241151806,2.0,2.0,3.0,3.0,52.0,39.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Yu Chang,2022.0,53.0,67.39781030968338,16.0,16.09,168.0,165.41,35.0,36.52613561768086,0.0,0.0,1.0,1.0,14.0,19.0
Taylor Ward,2022.0,234.0,239.58393161652745,60.0,61.33,495.0,499.81,139.0,132.6298727309147,5.0,5.0,3.0,3.0,83.0,82.0
Matt Chapman,2022.0,233.0,263.37632586935,68.0,76.45,538.0,555.09,123.0,152.29601600869927,2.0,2.0,2.0,2.0,73.0,95.0
Dansby Swanson,2022.0,286.0,290.8106555138422,49.0,55.03,640.0,626.37,177.0,168.07844879191885,18.0,18.0,7.0,7.0,94.0,95.0
Alex Call,2022.0,47.0,26.196512584656077,15.0,13.87,114.0,119.74,27.0,24.988424734108797,3.0,3.0,3.0,3.0,15.0,7.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Zach McKinstry,2022.0,60.0,58.25906570200016,16.0,15.34,166.0,168.26,33.0,43.2104762550061,7.0,7.0,0.0,0.0,17.0,20.0
Willi Castro,2022.0,134.0,128.26895977933043,15.0,15.54,365.0,351.15,88.0,79.38469176156997,9.0,9.0,4.0,4.0,36.0,33.0
,,,,,,,,,,,,,,,
Seiya Suzuki,2022.0,172.0,177.9462516785155,42.0,47.55,397.0,407.92,104.0,99.14978866123165,9.0,9.0,5.0,5.0,57.0,57.0
Greg Allen,2022.0,32.0,27.518774311767416,10.0,10.57,118.0,118.35,22.0,26.834341855156588,8.0,8.0,2.0,2.0,9.0,9.0
Michael Toglia,2022.0,42.0,27.915570540394768,9.0,8.78,111.0,109.31,24.0,17.033977171707058,1.0,1.0,1.0,1.0,11.0,6.0
,,,,,,,,,,,,,,,
Dylan Moore,2022.0,79.0,100.73050240014776,34.0,35.69,205.0,212.73,46.0,49.85074346984693,21.0,21.0,8.0,8.0,27.0,35.0
Lorenzo Cain,2022.0,34.0,31.185869999150114,8.0,8.21,145.0,146.21,26.0,37.44501125938191,2.0,2.0,2.0,2.0,7.0,9.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
George Springer,2022.0,242.0,238.18497706348558,54.0,54.67,513.0,510.98,137.0,137.22997652716856,14.0,14.0,2.0,2.0,84.0,83.0
Shohei Ohtani,2022.0,304.0,302.15388027680797,72.0,70.94,586.0,578.58,160.0,156.2235451949322,11.0,11.0,9.0,9.0,104.0,103.0
Bryan Reynolds,2022.0,250.0,234.18551106100583,56.0,50.21,542.0,538.21,142.0,138.46699186922598,7.0,7.0,3.0,3.0,83.0,75.0
Mickey Moniak,2022.0,32.0,35.82833366416931,4.0,4.25,106.0,103.53,18.0,14.17871480881054,1.0,1.0,0.0,0.0,7.0,6.0
,,,,,,,,,,,,,,,
Josh Smith,2022.0,53.0,75.40893424333532,28.0,28.15,213.0,220.99,42.0,55.506289329864046,4.0,4.0,3.0,3.0,15.0,25.0
,,,,,,,,,,,,,,,
Ernie Clement,2022.0,34.0,60.820771909367906,11.0,10.83,163.0,158.37,30.0,37.64355024088989,0.0,0.0,1.0,1.0,8.0,17.0
Bobby Dalbec,2022.0,117.0,132.0092242291562,29.0,30.57,317.0,323.43,68.0,71.98972866432665,3.0,3.0,0.0,0.0,33.0,39.0
Jake Cronenworth,2022.0,229.0,237.80908838229394,70.0,68.99,587.0,581.42,140.0,145.9213209926868,3.0,3.0,0.0,0.0,74.0,79.0
Wil Myers,2022.0,104.0,95.23847555486869,21.0,22.22,261.0,253.51,68.0,57.07397540452763,2.0,2.0,1.0,1.0,33.0,27.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Raimel Tapia,2022.0,156.0,164.57331851281265,16.0,17.28,411.0,399.42,109.0,99.74202680778751,8.0,8.0,2.0,2.0,46.0,47.0
Thairo Estrada,2022.0,195.0,185.3260583830832,33.0,31.94,488.0,489.53,127.0,112.99571907077086,21.0,21.0,6.0,6.0,61.0,53.0
Austin Slater,2022.0,113.0,118.12263934580571,40.0,36.73,277.0,280.03,73.0,66.76902503519631,12.0,12.0,1.0,1.0,43.0,41.0
Lars Nootbaar,2022.0,130.0,143.60980815723153,51.0,46.96,290.0,300.25,66.0,78.93347558634171,4.0,4.0,1.0,1.0,45.0,53.0
Peyton Burdick,2022.0,35.0,40.92577484105452,8.0,7.21,92.0,93.29,19.0,20.70125539135988,1.0,1.0,0.0,0.0,10.0,12.0
,,,,,,,,,,,,,,,
Alcides Escobar,2022.0,35.0,42.65278843437166,5.0,4.95,124.0,119.48,27.0,24.98135237289423,1.0,1.0,1.0,1.0,9.0,10.0
,,,,,,,,,,,,,,,
Christian Yelich,2022.0,220.0,267.0584534470008,88.0,86.85,575.0,582.57,145.0,159.37173025635173,19.0,19.0,3.0,3.0,81.0,101.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jorge Polanco,2022.0,152.0,174.51281027222075,64.0,61.02,375.0,383.44,88.0,101.21920386440411,3.0,3.0,3.0,3.0,52.0,63.0
Yonathan Daza,2022.0,143.0,128.4996638416442,26.0,25.05,372.0,361.5,112.0,84.69154587298695,0.0,0.0,3.0,3.0,48.0,35.0
TJ Friedl,2022.0,98.0,89.2717921508001,20.0,20.96,225.0,228.68,54.0,56.21308317653073,7.0,7.0,2.0,2.0,30.0,28.0
,,,,,,,,,,,,,,,
Christian Bethancourt,2022.0,130.0,138.09811329527858,12.0,12.54,318.0,294.89,80.0,70.48154908304588,5.0,5.0,1.0,1.0,37.0,38.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Dylan Carlson,2022.0,164.0,160.25160785649007,45.0,44.19,432.0,433.48,102.0,99.69037155579214,5.0,5.0,2.0,2.0,51.0,48.0
Cody Bellinger,2022.0,196.0,209.36863952293507,38.0,41.09,504.0,507.78,106.0,129.45777924381056,14.0,14.0,3.0,3.0,53.0,67.0
Jose Altuve,2022.0,281.0,219.0053918087151,66.0,59.8,527.0,520.7,158.0,128.36576041637423,18.0,18.0,1.0,1.0,110.0,75.0
,,,,,,,,,,,,,,,
Daulton Varsho,2022.0,235.0,223.6611986622967,46.0,47.42,531.0,522.55,125.0,127.18031993701953,16.0,16.0,6.0,6.0,70.0,69.0
,,,,,,,,,,,,,,,
Jake Cave,2022.0,63.0,67.48680086690074,11.0,12.12,164.0,166.62,35.0,38.66900222086331,2.0,2.0,0.0,0.0,17.0,20.0
Kyle Isbel,2022.0,87.0,88.83117641407878,16.0,17.68,256.0,255.31,54.0,63.82605013139916,9.0,9.0,6.0,6.0,21.0,26.0
Charles Leblanc,2022.0,63.0,65.4454311129399,12.0,11.95,156.0,158.36,41.0,33.59453091602812,4.0,4.0,2.0,2.0,20.0,17.0
,,,,,,,,,,,,,,,
Adam Duvall,2022.0,115.0,123.27966521178747,21.0,19.78,287.0,281.92,61.0,64.82267618454577,0.0,0.0,2.0,2.0,30.0,34.0
Randal Grichuk,2022.0,215.0,209.85611509121273,24.0,28.43,506.0,497.94,131.0,125.1419154423135,4.0,4.0,0.0,0.0,64.0,62.0
Abraham Toro,2022.0,105.0,128.89337953607762,22.0,22.48,324.0,316.96,60.0,74.00118348844828,2.0,2.0,0.0,0.0,25.0,37.0
Luis Rengifo,2022.0,210.0,194.24931432656865,17.0,19.45,489.0,475.16,129.0,116.62833958526055,6.0,6.0,2.0,2.0,61.0,54.0
Starling Marte,2022.0,218.0,185.82479630812944,26.0,28.41,466.0,452.52,136.0,106.0884450397768,18.0,18.0,9.0,9.0,70.0,51.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Tommy Pham,2022.0,207.0,242.8534579272159,56.0,59.76,554.0,554.07,131.0,146.05225111130653,8.0,8.0,3.0,3.0,64.0,82.0
Manuel Margot,2022.0,126.0,129.74742858631382,24.0,23.04,336.0,332.06,92.0,86.32854471925468,7.0,7.0,3.0,3.0,41.0,40.0
,,,,,,,,,,,,,,,
Ben Gamel,2022.0,137.0,149.5313738326794,48.0,46.45,371.0,370.12,86.0,95.68763664831289,5.0,5.0,1.0,1.0,44.0,52.0
Luis Robert Jr.,2022.0,162.0,166.31410481827504,17.0,16.03,380.0,363.58,108.0,89.76911564123658,11.0,11.0,3.0,3.0,52.0,47.0
Gilberto Celestino,2022.0,94.0,108.49665154113686,32.0,32.75,311.0,312.27,74.0,77.21294652220587,4.0,4.0,1.0,1.0,30.0,35.0
Xander Bogaerts,2022.0,254.0,241.3712982526722,57.0,56.12,557.0,555.12,171.0,142.05065424768227,8.0,8.0,2.0,2.0,95.0,79.0
Eduardo Escobar,2022.0,213.0,209.34372338495407,40.0,36.69,495.0,489.08,119.0,119.06599981799349,0.0,0.0,2.0,2.0,62.0,61.0
