Name,Season,TB,xTB,BB,xBB,AB,xAB,H,xH,SB,xSB,CS,xCS,MB,xMB
Christian Encarnacion-Strand,2024.0,34.0,43.474506386498234,4.0,4.77,116.0,108.53,22.0,20.054739989463584,0.0,0.0,0.0,0.0,7.0,10.0
Nick Martini,2024.0,54.0,59.37097442094418,9.0,9.3,146.0,145.17,31.0,35.74021447910505,1.0,1.0,3.0,3.0,13.0,16.0
Willy Adames,2024.0,282.0,273.05834020572684,74.0,71.31,610.0,595.62,153.0,154.41049537343747,21.0,21.0,4.0,4.0,96.0,95.0
Jeimer Candelario,2024.0,183.0,170.0323756012458,27.0,26.97,427.0,418.71,96.0,100.14465570521753,4.0,4.0,3.0,3.0,49.0,48.0
Gabriel Arias,2024.0,54.0,51.312390605659644,6.0,6.63,153.0,144.59,34.0,23.710729922762454,5.0,5.0,2.0,2.0,14.0,10.0
Will Smith,2024.0,206.0,232.95630019897547,51.0,54.35,476.0,498.14,118.0,136.80281526044627,1.0,1.0,1.0,1.0,66.0,80.0
Charlie Blackmon,2024.0,185.0,169.34690249391107,43.0,39.54,449.0,460.22,115.0,104.5455459807107,6.0,6.0,2.0,2.0,60.0,49.0
Seth Brown,2024.0,141.0,149.88433143891595,25.0,26.09,372.0,358.14,86.0,90.00216402318787,4.0,4.0,2.0,2.0,39.0,45.0
Christopher Morel,2024.0,185.0,227.0814671556148,61.0,58.87,535.0,522.26,105.0,129.5275221370067,8.0,8.0,7.0,7.0,50.0,72.0
Dylan Carlson,2024.0,65.0,75.87615900021075,22.0,24.3,235.0,225.54,49.0,51.74096748213289,2.0,2.0,1.0,1.0,18.0,23.0
Nick Senzel,2024.0,78.0,87.34778222142643,28.0,26.88,236.0,226.32,46.0,51.02220374494949,1.0,1.0,3.0,3.0,21.0,26.0
Bo Bichette,2024.0,100.0,122.8250563475491,20.0,18.75,311.0,312.56,70.0,83.73133168234813,5.0,5.0,1.0,1.0,28.0,39.0
Michael Busch,2024.0,218.0,216.30031248303598,63.0,61.38,496.0,502.78,123.0,127.69637939096756,2.0,2.0,1.0,1.0,72.0,72.0
Lenyn Sosa,2024.0,126.0,142.26336972371575,12.0,14.22,351.0,344.45,89.0,88.25034933473178,3.0,3.0,1.0,1.0,35.0,41.0
,,,,,,,,,,,,,,,
Josh Jung,2024.0,75.0,71.53132343087427,8.0,9.5,178.0,175.82,47.0,38.4888862631703,4.0,4.0,0.0,0.0,23.0,19.0
,,,,,,,,,,,,,,,
Rob Refsnyder,2024.0,128.0,114.76553598063037,28.0,28.49,272.0,275.2,77.0,66.24293297625577,2.0,2.0,2.0,2.0,44.0,35.0
Santiago Espinal,2024.0,127.0,128.28140433294533,24.0,26.54,357.0,359.19,88.0,86.96152600977128,11.0,11.0,1.0,1.0,39.0,40.0
Eddie Rosario,2024.0,94.0,111.57558064717261,16.0,17.71,297.0,303.71,52.0,73.3320429877318,9.0,9.0,1.0,1.0,21.0,33.0
,,,,,,,,,,,,,,,
Tommy Pham,2024.0,162.0,186.25495509168553,35.0,46.74,440.0,447.82,109.0,109.71118923357236,7.0,7.0,3.0,3.0,49.0,59.0
Spencer Torkelson,2024.0,128.0,134.07631550800468,33.0,36.36,342.0,344.1,75.0,86.54281043877295,0.0,0.0,0.0,0.0,37.0,43.0
,,,,,,,,,,,,,,,
Brett Harris,2024.0,27.0,33.722328505882516,17.0,14.76,103.0,109.42,15.0,29.07477596515706,0.0,0.0,3.0,3.0,6.0,11.0
,,,,,,,,,,,,,,,
Ozzie Albies,2024.0,161.0,169.22348314929954,27.0,26.62,399.0,405.96,100.0,100.45972036646673,8.0,8.0,1.0,1.0,49.0,51.0
Jake Bauers,2024.0,109.0,122.68968107880113,39.0,40.23,302.0,309.35,60.0,75.76091516993289,13.0,13.0,1.0,1.0,34.0,43.0
Vladimir Guerrero Jr.,2024.0,335.0,355.66527847042096,72.0,71.24,616.0,621.69,199.0,188.84360771113344,2.0,2.0,2.0,2.0,131.0,133.0
,,,,,,,,,,,,,,,
Brandon Lowe,2024.0,182.0,176.17750287878573,33.0,31.32,385.0,383.18,94.0,98.73532323520821,5.0,5.0,1.0,1.0,56.0,56.0
Davis Schneider,2024.0,136.0,170.2702920798069,47.0,49.51,397.0,402.04,76.0,96.21765907277921,6.0,6.0,0.0,0.0,39.0,56.0
Mike Tauchman,2024.0,109.0,136.5568699366847,47.0,43.8,298.0,314.29,74.0,90.19996518119608,6.0,6.0,2.0,2.0,39.0,52.0
,,,,,,,,,,,,,,,
Gabriel Moreno,2024.0,116.0,139.09340479003805,41.0,40.53,305.0,322.59,81.0,86.67223125820988,3.0,3.0,1.0,1.0,41.0,49.0
Jacob Wilson,2024.0,29.0,34.495223554771854,8.0,7.96,92.0,91.77,23.0,27.977080806089006,0.0,0.0,0.0,0.0,9.0,12.0
Mike Yastrzemski,2024.0,187.0,187.55607187689824,38.0,43.2,428.0,431.44,99.0,110.12394935973823,3.0,3.0,2.0,2.0,55.0,60.0
Jose Altuve,2024.0,276.0,242.81050720122346,47.0,44.89,628.0,606.07,185.0,143.6922331265353,22.0,22.0,7.0,7.0,96.0,71.0
Yainer Diaz,2024.0,258.0,277.1713308613656,24.0,26.09,585.0,570.24,175.0,159.7991707708624,2.0,2.0,0.0,0.0,85.0,87.0
,,,,,,,,,,,,,,,
Ketel Marte,2024.0,282.0,273.0672289989858,65.0,64.24,504.0,507.87,147.0,151.65508085916008,7.0,7.0,1.0,1.0,106.0,104.0
Tim Anderson,2024.0,53.0,66.4759131562018,7.0,8.96,234.0,221.78,50.0,46.9140292101926,4.0,4.0,4.0,4.0,12.0,15.0
Steven Kwan,2024.0,204.0,176.37695087862247,53.0,54.85,480.0,484.93,140.0,113.96751102342573,12.0,12.0,5.0,5.0,74.0,56.0
,,,,,,,,,,,,,,,
Starling Marte,2024.0,130.0,138.12054681396666,27.0,27.67,335.0,342.87,90.0,84.7764434038112,16.0,16.0,1.0,1.0,45.0,45.0
Willson Contreras,2024.0,141.0,130.43238576892202,45.0,39.31,301.0,302.1,79.0,72.36249251996314,4.0,4.0,1.0,1.0,51.0,43.0
Nicky Lopez,2024.0,117.0,124.26853433202598,37.0,34.8,398.0,393.71,96.0,80.16509371073676,5.0,5.0,7.0,7.0,34.0,32.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jake Rogers,2024.0,109.0,121.89766553564947,22.0,22.68,310.0,305.13,61.0,70.63895353107289,1.0,1.0,0.0,0.0,27.0,35.0
Dominic Canzone,2024.0,64.0,67.21364828016877,18.0,15.38,168.0,169.93,33.0,35.61498534444506,1.0,1.0,0.0,0.0,18.0,19.0
Austin Hays,2024.0,93.0,85.21822188407347,9.0,10.15,235.0,224.53,60.0,52.11735534091556,2.0,2.0,2.0,2.0,26.0,22.0
Sean Bouchard,2024.0,27.0,23.24260943250337,12.0,11.71,91.0,93.6,17.0,16.111284994295936,4.0,4.0,0.0,0.0,8.0,7.0
,,,,,,,,,,,,,,,
Joey Bart,2024.0,117.0,104.96052510378803,22.0,22.34,253.0,253.55,67.0,58.10635861741325,0.0,0.0,0.0,0.0,38.0,31.0
Ryan Noda,2024.0,20.0,26.28438583092526,14.0,12.27,95.0,102.61,13.0,19.676687511944635,0.0,0.0,0.0,0.0,5.0,7.0
,,,,,,,,,,,,,,,
Josh Rojas,2024.0,142.0,169.350427919457,46.0,45.81,422.0,423.46,95.0,108.00257115181769,10.0,10.0,4.0,4.0,43.0,56.0
Brendan Donovan,2024.0,245.0,260.2658212775576,47.0,50.03,587.0,592.67,163.0,156.85623666943832,5.0,5.0,5.0,5.0,80.0,82.0
Tyler Soderstrom,2024.0,81.0,93.12570127931133,20.0,18.34,189.0,189.66,44.0,48.23070573748197,0.0,0.0,0.0,0.0,25.0,30.0
Geraldo Perdomo,2024.0,126.0,128.17383912732367,36.0,40.93,337.0,338.76,92.0,80.36100774656968,9.0,9.0,1.0,1.0,45.0,42.0
,,,,,,,,,,,,,,,
Lars Nootbaar,2024.0,145.0,167.91347499620187,52.0,52.51,348.0,366.25,85.0,98.30918783463481,7.0,7.0,3.0,3.0,50.0,61.0
,,,,,,,,,,,,,,,
Curtis Mead,2024.0,35.0,40.16773892591995,6.0,5.79,122.0,119.44,29.0,31.317721928457843,2.0,2.0,0.0,0.0,10.0,12.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jerar Encarnacion,2024.0,48.0,43.76213201730339,5.0,6.22,113.0,115.53,28.0,22.63417950649159,1.0,1.0,0.0,0.0,14.0,11.0
Jonah Bride,2024.0,107.0,91.6448540624965,30.0,28.33,232.0,243.77,64.0,60.130394332757206,0.0,0.0,1.0,1.0,38.0,29.0
Brett Baty,2024.0,50.0,55.44290680503158,16.0,14.91,153.0,153.75,35.0,33.62745985361571,0.0,0.0,0.0,0.0,15.0,16.0
Max Muncy,2024.0,117.0,106.79941793485861,45.0,40.47,237.0,252.61,55.0,63.309255109685225,1.0,1.0,0.0,0.0,42.0,38.0
David Peralta,2024.0,98.0,89.18012735858841,22.0,21.31,236.0,240.4,63.0,60.82529872160826,2.0,2.0,0.0,0.0,33.0,28.0
Luis Rengifo,2024.0,118.0,104.30528951583624,16.0,16.06,283.0,277.2,85.0,71.43534118905099,24.0,24.0,7.0,7.0,41.0,32.0
,,,,,,,,,,,,,,,
Connor Joe,2024.0,134.0,135.95376777105474,44.0,43.27,364.0,365.88,83.0,86.07827001041038,2.0,2.0,2.0,2.0,41.0,43.0
,,,,,,,,,,,,,,,
Trent Grisham,2024.0,69.0,79.12137049378683,22.0,24.54,179.0,189.01,34.0,46.37454243001679,1.0,1.0,1.0,1.0,19.0,26.0
,,,,,,,,,,,,,,,
Jorge Soler,2024.0,218.0,234.00432733298558,68.0,64.53,493.0,503.7,119.0,128.77880859262564,1.0,1.0,0.0,0.0,73.0,80.0
,,,,,,,,,,,,,,,
Aaron Judge,2024.0,392.0,355.86094355335007,133.0,123.34,559.0,578.69,180.0,177.8256880017389,10.0,10.0,0.0,0.0,180.0,156.0
Jason Heyward,2024.0,94.0,89.46203619797784,22.0,21.16,228.0,237.7,48.0,63.61814762358251,5.0,5.0,0.0,0.0,27.0,30.0
Juan Soto,2024.0,328.0,361.67849811681094,129.0,127.48,576.0,586.57,166.0,191.3129611570597,7.0,7.0,4.0,4.0,137.0,161.0
,,,,,,,,,,,,,,,
Andrew McCutchen,2024.0,184.0,196.25697300648037,58.0,61.84,448.0,449.51,104.0,109.79166841326865,3.0,3.0,2.0,2.0,59.0,66.0
Alex Kirilloff,2024.0,61.0,71.55412100923121,15.0,14.98,159.0,157.18,32.0,39.1193084022928,0.0,0.0,0.0,0.0,16.0,22.0
Anthony Rendon,2024.0,55.0,73.81926511660149,23.0,24.98,206.0,211.73,45.0,57.294090965504765,6.0,6.0,1.0,1.0,17.0,27.0
Brayan Rocchio,2024.0,121.0,133.6333813884247,44.0,40.14,383.0,382.07,79.0,82.58067404363771,10.0,10.0,6.0,6.0,35.0,38.0
,,,,,,,,,,,,,,,
Max Kepler,2024.0,140.0,150.1874912443226,22.0,23.71,368.0,352.81,93.0,87.67131241953886,1.0,1.0,0.0,0.0,41.0,45.0
,,,,,,,,,,,,,,,
Carlos Correa,2024.0,165.0,150.2082802157311,40.0,36.41,319.0,320.73,99.0,86.17529617600724,0.0,0.0,0.0,0.0,64.0,52.0
,,,,,,,,,,,,,,,
Michael Massey,2024.0,149.0,144.1891930390965,15.0,16.25,332.0,333.99,86.0,85.31664851058268,1.0,1.0,0.0,0.0,44.0,42.0
J.P. Crawford,2024.0,126.0,162.87593517839616,52.0,53.14,392.0,406.79,79.0,102.62211863332773,5.0,5.0,0.0,0.0,38.0,56.0
Paul DeJong,2024.0,190.0,177.3947935753948,23.0,26.07,445.0,439.52,101.0,101.54374996018079,2.0,2.0,2.0,2.0,50.0,48.0
Alex Jackson,2024.0,33.0,55.82561671830547,12.0,10.17,139.0,136.58,17.0,22.68634898665394,1.0,1.0,0.0,0.0,6.0,13.0
Taylor Ward,2024.0,249.0,270.2073325401078,63.0,67.41,585.0,594.96,144.0,150.46262359397167,6.0,6.0,4.0,4.0,79.0,88.0
Garrett Cooper,2024.0,32.0,42.843255036372,7.0,7.6,107.0,105.72,22.0,17.54502313872304,0.0,0.0,0.0,0.0,8.0,10.0
Emmanuel Rivera,2024.0,91.0,109.99551149919138,26.0,24.35,265.0,266.91,63.0,70.05639085348884,2.0,2.0,0.0,0.0,28.0,36.0
Ildemaro Vargas,2024.0,86.0,99.1494831056231,19.0,18.03,272.0,272.39,67.0,69.52954806334989,9.0,9.0,4.0,4.0,26.0,30.0
Hunter Renfroe,2024.0,151.0,158.58377176111094,36.0,35.7,385.0,388.35,88.0,93.9920298763125,1.0,1.0,1.0,1.0,44.0,48.0
,,,,,,,,,,,,,,,
Nick Fortes,2024.0,98.0,103.79362312817871,11.0,13.7,308.0,286.05,70.0,65.80003582964395,0.0,0.0,1.0,1.0,24.0,27.0
Alex Bregman,2024.0,263.0,264.5984665995401,44.0,47.5,581.0,580.52,151.0,158.38534549593737,3.0,3.0,1.0,1.0,82.0,87.0
Mookie Betts,2024.0,221.0,209.79858371117953,61.0,59.42,450.0,467.33,130.0,128.15080240552498,16.0,16.0,2.0,2.0,86.0,78.0
Alex Verdugo,2024.0,199.0,235.83453974493509,49.0,49.91,559.0,550.6,130.0,139.84766366059006,2.0,2.0,1.0,1.0,59.0,74.0
,,,,,,,,,,,,,,,
Adam Frazier,2024.0,77.0,92.42016899422535,22.0,23.24,262.0,268.28,53.0,59.8439044913159,3.0,3.0,0.0,0.0,21.0,27.0
Austin Wells,2024.0,140.0,160.45372404960975,47.0,41.81,354.0,368.31,81.0,94.49565038262493,1.0,1.0,2.0,2.0,44.0,53.0
Juan Yepez,2024.0,97.0,94.66386489019159,18.0,17.58,226.0,225.79,64.0,58.92040124899428,2.0,2.0,1.0,1.0,33.0,30.0
Andrew Benintendi,2024.0,189.0,195.34813570792102,41.0,42.36,477.0,480.34,109.0,118.3515109215215,3.0,3.0,2.0,2.0,54.0,60.0
Edouard Julien,2024.0,86.0,102.48445836612703,33.0,34.28,266.0,267.88,53.0,57.703668387093614,6.0,6.0,0.0,0.0,26.0,32.0
Luis Arraez,2024.0,250.0,225.7720351339074,24.0,28.9,637.0,607.12,200.0,140.29081960154622,9.0,9.0,3.0,3.0,85.0,60.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Gavin Sheets,2024.0,161.0,182.3219426334565,43.0,42.95,451.0,457.53,105.0,112.85538463167441,2.0,2.0,2.0,2.0,48.0,56.0
Luis Torrens,2024.0,44.0,34.926384105384216,9.0,9.3,118.0,120.29,27.0,32.99745578554232,0.0,0.0,1.0,1.0,12.0,11.0
Miguel Andujar,2024.0,114.0,113.34172660223486,13.0,14.46,302.0,294.42,86.0,74.88842343471842,3.0,3.0,2.0,2.0,36.0,32.0
Justyn-Henry Malloy,2024.0,74.0,80.24830539536605,23.0,25.57,202.0,208.49,41.0,41.89738253960222,1.0,1.0,1.0,1.0,21.0,23.0
Gleyber Torres,2024.0,222.0,249.84126466502045,65.0,66.77,587.0,587.57,151.0,153.48981792851316,4.0,4.0,3.0,3.0,73.0,84.0
Bo Naylor,2024.0,124.0,137.31240585027155,29.0,32.62,354.0,355.67,71.0,83.99771187506876,6.0,6.0,3.0,3.0,32.0,41.0
Lourdes Gurriel Jr.,2024.0,223.0,222.46672514215464,29.0,31.41,513.0,511.98,143.0,132.4927494998225,7.0,7.0,1.0,1.0,72.0,68.0
Royce Lewis,2024.0,132.0,133.83384563040377,28.0,25.61,292.0,292.01,68.0,71.22012008635778,0.0,0.0,0.0,0.0,40.0,41.0
Freddy Fermin,2024.0,124.0,128.6574966446242,23.0,23.18,339.0,334.75,92.0,86.513542227533,2.0,2.0,0.0,0.0,40.0,40.0
Adley Rutschman,2024.0,223.0,248.2526198397755,58.0,52.51,571.0,571.92,143.0,149.90419669732722,1.0,1.0,0.0,0.0,71.0,81.0
Cal Raleigh,2024.0,238.0,267.5902985285094,70.0,65.54,546.0,545.07,120.0,147.38865702546565,6.0,6.0,1.0,1.0,74.0,94.0
Danny Jansen,2024.0,97.0,116.30737717841609,40.0,39.19,278.0,290.06,57.0,71.08386193462417,0.0,0.0,0.0,0.0,30.0,39.0
Tyler Stephenson,2024.0,203.0,202.27236262561178,48.0,47.81,457.0,462.09,118.0,119.56185996259214,1.0,1.0,0.0,0.0,67.0,67.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Riley Adams,2024.0,39.0,37.4883726275889,10.0,9.47,116.0,119.0,26.0,30.21073290333419,1.0,1.0,0.0,0.0,11.0,12.0
Joey Gallo,2024.0,75.0,90.60897327527977,32.0,31.18,223.0,223.92,36.0,49.78707419220706,3.0,3.0,1.0,1.0,20.0,29.0
Jurickson Profar,2024.0,259.0,282.815482281663,76.0,75.31,564.0,594.15,158.0,173.92194833302568,10.0,10.0,3.0,3.0,96.0,106.0
TJ Friedl,2024.0,113.0,111.97665757101046,26.0,27.57,297.0,295.74,67.0,73.50973402131476,9.0,9.0,1.0,1.0,34.0,36.0
Danny Mendick,2024.0,42.0,55.94936691360806,6.0,8.25,132.0,124.56,26.0,23.570343632235492,6.0,6.0,0.0,0.0,11.0,14.0
Rafael Devers,2024.0,271.0,265.9850152287034,67.0,63.37,525.0,531.02,143.0,150.01525374810103,3.0,3.0,0.0,0.0,97.0,96.0
William Contreras,2024.0,277.0,295.2354458462456,78.0,76.62,595.0,594.14,167.0,167.16254188294295,9.0,9.0,2.0,2.0,102.0,108.0
,,,,,,,,,,,,,,,
Junior Caminero,2024.0,70.0,70.7099633590347,11.0,10.73,165.0,164.1,41.0,30.31913958346042,2.0,2.0,0.0,0.0,21.0,17.0
Ke'Bryan Hayes,2024.0,106.0,139.20300084639763,23.0,25.39,365.0,363.62,85.0,95.34980866783624,11.0,11.0,2.0,2.0,31.0,45.0
Dominic Fletcher,2024.0,57.0,66.70151975431213,11.0,13.16,223.0,214.29,46.0,47.01314599507707,0.0,0.0,0.0,0.0,14.0,18.0
Pavin Smith,2024.0,75.0,78.33165491335001,18.0,18.35,137.0,142.46,37.0,34.27950016132932,1.0,1.0,0.0,0.0,27.0,26.0
Nolan Schanuel,2024.0,188.0,189.29056435350353,68.0,61.4,519.0,514.59,130.0,122.62389821559894,10.0,10.0,1.0,1.0,65.0,62.0
Tyler Nevin,2024.0,81.0,104.32321056783752,25.0,23.9,245.0,252.0,50.0,64.81967140854735,1.0,1.0,0.0,0.0,23.0,34.0
Nathaniel Lowe,2024.0,195.0,207.6042458809381,71.0,64.27,486.0,501.91,129.0,131.8051700325462,2.0,2.0,0.0,0.0,71.0,72.0
Andrew Vaughn,2024.0,229.0,257.729920565777,38.0,40.84,570.0,563.48,140.0,146.90988625057696,2.0,2.0,0.0,0.0,67.0,81.0
Michael Conforto,2024.0,197.0,205.83441878703232,42.0,44.72,438.0,451.09,104.0,114.68082757092745,0.0,0.0,1.0,1.0,59.0,66.0
Paul Goldschmidt,2024.0,248.0,281.03357780730505,47.0,50.78,599.0,600.43,147.0,163.43677757471875,11.0,11.0,0.0,0.0,77.0,95.0
Ryan Jeffers,2024.0,178.0,172.68550259264273,32.0,31.61,412.0,403.24,93.0,95.20416386242435,3.0,3.0,0.0,0.0,51.0,51.0
Jeff McNeil,2024.0,163.0,165.03150956501855,35.0,33.21,424.0,427.08,101.0,109.40957290270886,5.0,5.0,1.0,1.0,49.0,52.0
,,,,,,,,,,,,,,,
Alec Bohm,2024.0,248.0,262.3536172363786,40.0,42.75,554.0,551.64,155.0,155.6278150653196,5.0,5.0,2.0,2.0,81.0,88.0
,,,,,,,,,,,,,,,
Mark Vientos,2024.0,213.0,188.1405469407569,33.0,33.09,413.0,411.46,110.0,98.71144626348587,0.0,0.0,0.0,0.0,68.0,56.0
,,,,,,,,,,,,,,,
Trevor Larnach,2024.0,154.0,161.21393813087332,40.0,39.37,355.0,359.96,92.0,91.36078268819429,4.0,4.0,1.0,1.0,52.0,53.0
Mitch Haniger,2024.0,127.0,156.04449087129248,40.0,41.05,380.0,393.48,79.0,94.770247390856,0.0,0.0,0.0,0.0,36.0,49.0
David Fry,2024.0,150.0,141.12002637861576,42.0,39.26,335.0,340.02,88.0,87.43081982562822,4.0,4.0,1.0,1.0,52.0,48.0
Nolan Gorman,2024.0,146.0,158.34502741974876,34.0,32.41,365.0,356.67,74.0,74.37603957361061,6.0,6.0,1.0,1.0,40.0,44.0
Christian Walker,2024.0,224.0,244.13584713592985,55.0,56.86,479.0,498.71,120.0,138.90216195185445,2.0,2.0,2.0,2.0,73.0,85.0
Elehuris Montero,2024.0,68.0,88.02535622346957,20.0,17.3,224.0,222.35,46.0,50.709458184569385,0.0,0.0,0.0,0.0,18.0,25.0
,,,,,,,,,,,,,,,
Enmanuel Valdez,2024.0,73.0,86.24864483615517,17.0,18.47,201.0,201.12,43.0,50.30481988140461,1.0,1.0,1.0,1.0,20.0,27.0
,,,,,,,,,,,,,,,
DJ LeMahieu,2024.0,52.0,81.00240127078808,19.0,18.23,201.0,202.97,41.0,52.33716371756082,0.0,0.0,1.0,1.0,14.0,25.0
,,,,,,,,,,,,,,,
Masataka Yoshida,2024.0,157.0,164.25398979839653,27.0,30.82,378.0,377.2,106.0,100.43881754616935,2.0,2.0,0.0,0.0,52.0,53.0
Pete Alonso,2024.0,279.0,290.9463795829181,70.0,71.93,608.0,596.88,146.0,159.32082530249016,3.0,3.0,0.0,0.0,90.0,101.0
Jesse Winker,2024.0,174.0,187.69883781549902,63.0,61.24,430.0,445.86,109.0,116.5550981362122,14.0,14.0,4.0,4.0,62.0,67.0
Yordan Alvarez,2024.0,313.0,302.2910819843919,69.0,64.46,552.0,546.48,170.0,158.45280224487573,6.0,6.0,0.0,0.0,122.0,112.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Niko Kavadas,2024.0,31.0,34.45506057234044,11.0,12.24,93.0,94.6,17.0,12.753006189570812,1.0,1.0,0.0,0.0,9.0,8.0
Kyle Tucker,2024.0,162.0,151.6972638931931,56.0,48.8,277.0,297.38,80.0,89.26433949544611,11.0,11.0,0.0,0.0,69.0,64.0
,,,,,,,,,,,,,,,
Anthony Santander,2024.0,301.0,289.50956272545386,58.0,57.9,595.0,588.57,140.0,162.5208729140402,2.0,2.0,0.0,0.0,92.0,99.0
Brandon Drury,2024.0,74.0,116.84156665000975,27.0,28.15,325.0,318.23,55.0,74.08347863408336,1.0,1.0,0.0,0.0,17.0,35.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Brendan Rodgers,2024.0,204.0,205.0602548797935,31.0,34.51,501.0,496.83,134.0,127.35507320869856,1.0,1.0,0.0,0.0,63.0,63.0
Mitch Garver,2024.0,125.0,142.60637114065074,53.0,50.5,367.0,374.02,63.0,87.58089567153864,0.0,0.0,0.0,0.0,35.0,46.0
Carlos Santana,2024.0,219.0,237.43625383540802,65.0,63.15,521.0,528.83,124.0,140.35505829820625,4.0,4.0,0.0,0.0,72.0,83.0
,,,,,,,,,,,,,,,
Ryan McMahon,2024.0,225.0,262.15183823466293,69.0,69.09,567.0,566.75,137.0,154.92820173668338,4.0,4.0,6.0,6.0,71.0,90.0
Kyle Farmer,2024.0,76.0,80.91514290138228,19.0,18.27,215.0,209.94,46.0,47.850420392712266,3.0,3.0,5.0,5.0,20.0,22.0
Kyle Manzardo,2024.0,61.0,58.64886126779186,9.0,10.67,145.0,145.31,34.0,31.93391983532372,0.0,0.0,0.0,0.0,17.0,16.0
Isaac Paredes,2024.0,213.0,217.52710714006835,76.0,71.68,542.0,557.49,129.0,141.6884327563775,1.0,1.0,1.0,1.0,70.0,74.0
Jose Miranda,2024.0,177.0,170.0430517297688,18.0,20.21,401.0,396.65,114.0,102.24682893069554,2.0,2.0,2.0,2.0,55.0,49.0
Jon Singleton,2024.0,137.0,142.74936301092535,47.0,45.46,355.0,357.81,83.0,77.58138659436409,0.0,0.0,0.0,0.0,44.0,44.0
Manny Machado,2024.0,280.0,294.8377840728623,45.0,51.44,593.0,582.7,163.0,162.00010763986455,11.0,11.0,2.0,2.0,93.0,101.0
Kyle Schwarber,2024.0,278.0,292.66432093570984,106.0,103.63,573.0,582.18,142.0,163.205736216388,5.0,5.0,3.0,3.0,101.0,113.0
J.D. Martinez,2024.0,176.0,208.0023667068383,49.0,46.93,434.0,440.65,102.0,114.27368555639322,0.0,0.0,0.0,0.0,55.0,69.0
Austin Barnes,2024.0,43.0,40.6635262718885,14.0,14.7,140.0,138.25,37.0,34.69008022154695,3.0,3.0,0.0,0.0,15.0,14.0
Miguel Rojas,2024.0,126.0,114.53056243977241,23.0,23.43,307.0,298.49,87.0,74.03167580660423,8.0,8.0,2.0,2.0,43.0,35.0
,,,,,,,,,,,,,,,
Freddie Freeman,2024.0,258.0,267.3988443942477,78.0,68.01,542.0,561.66,153.0,158.62923975267836,9.0,9.0,2.0,2.0,97.0,97.0
Francisco Alvarez,2024.0,124.0,118.59268657815322,30.0,29.99,308.0,304.99,73.0,70.82358953542398,1.0,1.0,1.0,1.0,38.0,35.0
,,,,,,,,,,,,,,,
Jonathan Aranda,2024.0,55.0,75.10484200458451,12.0,12.45,128.0,132.7,30.0,34.86224540610854,0.0,0.0,0.0,0.0,16.0,24.0
Kris Bryant,2024.0,40.0,39.60352643014858,13.0,11.85,133.0,133.17,29.0,24.239564182664765,0.0,0.0,0.0,0.0,12.0,10.0
Marcell Ozuna,2024.0,331.0,321.44082910003044,74.0,76.21,606.0,606.73,183.0,177.55155234176044,1.0,1.0,0.0,0.0,125.0,120.0
Travis d'Arnaud,2024.0,134.0,133.9908304001819,24.0,24.92,307.0,310.95,73.0,76.75469173066256,1.0,1.0,0.0,0.0,39.0,41.0
Orlando Arcia,2024.0,195.0,224.45799477743478,41.0,44.41,551.0,546.94,120.0,139.78287755928437,2.0,2.0,0.0,0.0,53.0,70.0
J.D. Davis,2024.0,48.0,51.182585260249994,12.0,11.62,142.0,143.2,31.0,31.392918039556825,0.0,0.0,0.0,0.0,13.0,14.0
Brooks Lee,2024.0,55.0,64.7271797499506,11.0,10.42,172.0,158.62,38.0,37.237269276619024,3.0,3.0,0.0,0.0,15.0,19.0
Ben Rortvedt,2024.0,88.0,96.201510705352,34.0,33.3,290.0,294.46,66.0,63.06856725330941,1.0,1.0,0.0,0.0,27.0,28.0
Vinnie Pasquantino,2024.0,221.0,252.45703457539895,40.0,41.33,496.0,509.58,130.0,150.4926147622188,1.0,1.0,0.0,0.0,70.0,88.0
Michael Stefanic,2024.0,28.0,30.237379417617873,10.0,10.24,110.0,111.78,24.0,26.76886943399677,0.0,0.0,0.0,0.0,8.0,9.0
Carson Kelly,2024.0,105.0,115.34622717299932,25.0,25.31,281.0,282.87,67.0,73.02403066578069,0.0,0.0,0.0,0.0,32.0,37.0
Dominic Smith,2024.0,104.0,121.38160430909014,28.0,26.77,275.0,277.02,64.0,68.45637289165639,1.0,1.0,1.0,1.0,31.0,38.0
Joc Pederson,2024.0,189.0,179.88207243869678,55.0,52.08,367.0,381.79,101.0,99.31888626125232,7.0,7.0,4.0,4.0,69.0,62.0
Joey Meneses,2024.0,85.0,107.45118767631841,21.0,20.5,281.0,277.0,65.0,68.7273842720523,2.0,2.0,0.0,0.0,25.0,33.0
Reese McGuire,2024.0,41.0,58.83631981307592,13.0,12.64,139.0,135.2,29.0,31.32862269049511,3.0,3.0,0.0,0.0,12.0,18.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
